Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
PENNY: Is that why you had to take him to Office Depot last night?,"SHELDON: See, I've got, uh, my tea is at the perfect sipping temperature.
 SHELDON: Uh, I have fleece-lined boxer shorts to keep my tushie toasty.
 SHELDON: And then, oh, last but not least, this inspirational cat poster, improved with the reassuring face of physics renegade Richard Feynman.
",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: Is that why you had to take him to Office Depot last night?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: Is that why you had to take him to Office Depot last night?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: Is that why you had to take him to Office Depot last night?\n\n        '}]","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords**: ""Office Depot"" - This specific store is often associated with office supplies, which may be an unusual place to take someone, especially at night. The mention of Office Depot could be","Here are the contextual cues that can be extracted from the input sentence for sarcasm detection:

**Topic:** The topic of the conversation appears to be a person's actions or behavior, specifically taking someone to Office Depot.

**Context:** The context suggests that the speaker (Penny) is likely reacting","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords**: ""Office Depot"" - This specific store is often associated with office supplies, which may be an unusual place to take someone, especially at night. The mention of Office Depot could be"
JOEY: Uh-huh!,"ROSS: I've had better.
 JOEY: Okay! When?!
 ROSS: All right! All right! It was the best nap ever!
",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        JOEY: Uh-huh!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        JOEY: Uh-huh!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        JOEY: Uh-huh!\n\n        '}]","From the input sentence ""JOEY: Uh-huh!"", I've extracted the following linguistic cues that could indicate sarcasm:

1. **Keywords:** ""Uh-huh"" is a colloquial expression that can be used to convey skepticism, irony, or sarcasm.
2. **R","From the input sentence ""JOEY: Uh-huh!"", I extract the following contextual cues for sarcasm detection:

1. **Topic**: The topic is not explicitly stated, but based on the context, it seems to be a conversation or a dialogue.
2. **Context**: The context is","From the input sentence ""JOEY: Uh-huh!"", I've extracted the following linguistic cues that could indicate sarcasm:

1. **Keywords:** ""Uh-huh"" is a colloquial expression that can be used to convey skepticism, irony, or sarcasm.
2. **R"
SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.,"SHELDON: Great Caesar's ghost, look at this place.
 LEONARD: So Penny's a little messy.
 SHELDON: A little messy?
 SHELDON: The Mandelbrot set of complex numbers is a little messy. This is chaos.
 SHELDON: Excuse me.
 SHELDON: Explain to me an organizational system where a tray of flatware on a couch is valid.
",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.\n\n        ""}]","Here are the linguistic cues for sarcasm detection in the input sentence:

**Keywords:**

* ""inferring"" (implies that the speaker is not sure, but is making an educated guess, which is often a sarcastic tone)
* ""tiny garage sale"" (an exaggeration,","Here are the contextual cues extracted from the input sentence for sarcasm detection:

1. **Topic**: The topic is a couch and a coffee table.
2. **Context**: The context is likely a conversation about a piece of furniture, possibly in a living room or home.
3. **Common","Here are the linguistic cues for sarcasm detection in the input sentence:

**Keywords:**

* ""inferring"" (implies that the speaker is not sure, but is making an educated guess, which is often a sarcastic tone)
* ""tiny garage sale"" (an exaggeration,"
SHELDON: It's an iCal download. She can put it right in her phone.,"PENNY: Alright, want some French toast?
 SHELDON: It's oatmeal day.
 PENNY: Tell you what, next French toast day, I'll make you oatmeal.
 SHELDON: Dear Lord, are you still going to be here on French toast day?
 LEONARD: Morning.
 SHELDON: Look, Leonard, Penny made French toast.
 LEONARD: Sorry, I haven't given her your schedule yet.
",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: It's an iCal download. She can put it right in her phone.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: It's an iCal download. She can put it right in her phone.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: It's an iCal download. She can put it right in her phone.\n\n        ""}]","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Keywords**: The phrase ""It's an iCal download"" is a key indicator of sarcasm. The use of ""it's"" instead of ""it is"" or ""it's a"" suggests that Sheldon","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is technology, specifically calendar downloads and phone usage.
2. **Context**: The context is likely a conversation about a person's (perhaps a woman) struggles with technology or organization","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Keywords**: The phrase ""It's an iCal download"" is a key indicator of sarcasm. The use of ""it's"" instead of ""it is"" or ""it's a"" suggests that Sheldon"
"CHANDLER: Oh no, now its not gonna make any sense","RACHEL: Oh Oh car car.
 PHOEBE: Its Ross on one of his drives
 RACHEL: What is he doing here?
 ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.
",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Oh no, now its not gonna make any sense\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Oh no, now its not gonna make any sense\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Oh no, now its not gonna make any sense\n\n        '}]","From the input sentence, I've identified the following linguistic cues that may indicate sarcasm:

1. **Keywords**: ""Oh no"" is a common phrase used to express strong emotions, but in this context, it's likely being used ironically to convey the opposite meaning.
2. **Rhet","Based on the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely related to a conversation or situation that was previously discussed, but Chandler's statement suggests that it's no longer coherent or makes sense.
2. **Context**: The","From the input sentence, I've identified the following linguistic cues that may indicate sarcasm:

1. **Keywords**: ""Oh no"" is a common phrase used to express strong emotions, but in this context, it's likely being used ironically to convey the opposite meaning.
2. **Rhet"
CHANDLER: I'll catch you guys later.,"CHANDLER: Hi, excuse me, is Rachel Green here? I'm supposed to meet her for lunch.
 PERSON: Oh she doesn't come here anymore. You can find her up on 10th.
 CHANDLER: Okay great.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I'll catch you guys later.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I'll catch you guys later.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I'll catch you guys later.\n\n        ""}]","A short and sweet sentence!

Here are the linguistic cues I've extracted for sarcasm detection:

1. **Keywords**: ""later"" - This word can be interpreted as a hint of sarcasm, as it implies that the speaker doesn't really intend to catch up with the others later, but","Based on the input sentence, here are the contextual cues that can be extracted for sarcasm detection:

* Topic: The topic is likely the conversation or the social gathering that Chandler is leaving.
* Context: The context is that Chandler is saying goodbye to his friends, which is a common phrase used","A short and sweet sentence!

Here are the linguistic cues I've extracted for sarcasm detection:

1. **Keywords**: ""later"" - This word can be interpreted as a hint of sarcasm, as it implies that the speaker doesn't really intend to catch up with the others later, but"
CHANDLER: I guess you would know that or else we would be in a predicament room,"CHANDLER: Listen it's kind of an emergency
",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I guess you would know that or else we would be in a predicament room\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I guess you would know that or else we would be in a predicament room\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I guess you would know that or else we would be in a predicament room\n\n        '}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""I guess"" - a common phrase used to express skepticism or uncertainty, which can be a cue for sarcasm.
* ""predicament room"" - a humorous and exaggerated phrase that implies","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic appears to be a hypothetical situation where Chandler is implying that if he didn't know something, they would be in a difficult or precarious situation.
2. **Context**: The sentence","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""I guess"" - a common phrase used to express skepticism or uncertainty, which can be a cue for sarcasm.
* ""predicament room"" - a humorous and exaggerated phrase that implies"
"PERSON1: Look, please, please don't go anywhere, okay?","PERSON2: Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.
 PERSON1: Oh God... I'll be right there, Bernice.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON1: Look, please, please don't go anywhere, okay?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON1: Look, please, please don't go anywhere, okay?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON1: Look, please, please don't go anywhere, okay?\n\n        ""}]","Here are the linguistic cues extracted from the input sentence that may indicate sarcasm:

**Keywords:**

* ""please"" (used twice, which is an excessive use of politeness, potentially indicating sarcasm)
* ""don't go anywhere"" (a phrase that sounds overly dramatic or controlling,","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely a request or a plea from PERSON1 to someone (not explicitly mentioned) not to leave or go anywhere.
2. **Context**: The context is likely a situation","Here are the linguistic cues extracted from the input sentence that may indicate sarcasm:

**Keywords:**

* ""please"" (used twice, which is an excessive use of politeness, potentially indicating sarcasm)
* ""don't go anywhere"" (a phrase that sounds overly dramatic or controlling,"
"SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.","SHELDON: It ended on a cliffhanger.
 LEONARD: They did.
 PENNY: Uh, Sheldon, there are two dumplings left. Do you want them?
 SHELDON: Dumplings?
Don't you understand what's going on here?
 PENNY: As a rule, no.
 SHELDON: That show ended with all the residents of New York either dead or unconscious.
Now I'll never know what happened.
 PENNY: Well, why don't you make up your own ending?
",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: Oh, sure, what a wonderful idea. And after that, I'll make up my own rules of oral hygiene. You know, instead of flossing, I'll rub pudding on my gums. I'm going to get the number of the SyFy Channel and give them what for.\n\n        ""}]","What a delightful example of sarcasm! Here are the linguistic cues I've extracted from the input sentence:

**Keywords:**

* ""wonderful idea"" (a common phrase used to express irony or sarcasm)
* ""make up my own rules"" (implies a sense of rebellion or disregard for established norms","What a delightful input!

Here are the contextual cues I've extracted for sarcasm detection:

**Topic:** Oral hygiene and dental care

**Context:** Sheldon is likely responding to someone's suggestion or proposal, possibly in a humorous or lighthearted conversation.

**Common knowledge:** Flossing is a well-known","What a delightful example of sarcasm! Here are the linguistic cues I've extracted from the input sentence:

**Keywords:**

* ""wonderful idea"" (a common phrase used to express irony or sarcasm)
* ""make up my own rules"" (implies a sense of rebellion or disregard for established norms"
"PHOEBE: Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!","CHANDLER: No you can't. You don't want to be guys, you'd be all hairy and wouldn't live as long.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PHOEBE: Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PHOEBE: Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PHOEBE: Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!\n\n        ""}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""wuss"" (a derogatory term used to belittle someone, often in a sarcastic or ironic way)
* ""naked girls"" (the use of explicit content may be a","Based on the input sentence, I've identified the following contextual cues that could be indicative of sarcasm:

1. **Topic**: The topic is likely related to social gatherings, parties, or events where there might be dancing or entertainment.
2. **Context**: The conversation appears to be taking place","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""wuss"" (a derogatory term used to belittle someone, often in a sarcastic or ironic way)
* ""naked girls"" (the use of explicit content may be a"
HOWARD: Why don't you keep that stuff in the bathroom?,"RAJ: That's a great idea. I'm going to get him to sign a Batman as well.
 SHELDON: What is it about the word ""unique"" you don't understand?
 HOWARD: Damn, paper cut. Nothing worse than a paper cut.
 RAJ: Well, obviously you don't remember your circumcision.
 SHELDON: There's Neosporin and Band-Aids in my top desk drawer.
",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: Why don't you keep that stuff in the bathroom?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: Why don't you keep that stuff in the bathroom?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: Why don't you keep that stuff in the bathroom?\n\n        ""}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Why don't you"" - This phrase is often used in a rhetorical or sarcastic tone to express frustration or annoyance.
* ""keep that stuff"" - The use of the phrase ""that","From the input sentence, I've extracted the following contextual cues that may indicate sarcasm:

1. **Topic**: The topic is about storing personal hygiene items, which is a common and mundane topic. Sarcasm often involves a tone of irony or exaggeration, which might be more likely in","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Why don't you"" - This phrase is often used in a rhetorical or sarcastic tone to express frustration or annoyance.
* ""keep that stuff"" - The use of the phrase ""that"
"CHANDLER: Joey ate my last stick of gum, so I killed him. Do you think that was wrong?","CHANDLER: How old is that sock!. If I had a sock on my hand for thirty years, it would be talking too.
 ROSS: Okay, I think its time to change somebody's nicotine patch.
",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Joey ate my last stick of gum, so I killed him. Do you think that was wrong?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Joey ate my last stick of gum, so I killed him. Do you think that was wrong?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Joey ate my last stick of gum, so I killed him. Do you think that was wrong?\n\n        '}]","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Hyperbole**: The statement ""I killed him"" is an exaggeration, implying that the speaker didn't actually kill Joey, but rather is using strong language to express their frustration.
2. **Rhetorical","From the input sentence, I extract the following contextual cues for sarcasm detection:

1. **Topic**: The topic is Joey eating the speaker's (Chandler's) last stick of gum, which is a relatively trivial matter.
2. **Context**: The context is a humorous and ligh","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Hyperbole**: The statement ""I killed him"" is an exaggeration, implying that the speaker didn't actually kill Joey, but rather is using strong language to express their frustration.
2. **Rhetorical"
"CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!","JOEY: Helo! Anybody in there order a celebrity?
 PERSON: What was that?
 CHANDLER: Oh he is just a crazy guy who roams the halls here. He is great with kids though!
 PERSON: Is he alright out there by himself?
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Oh yeah he has a caretaker his older brother, Ernie. You can't make this stuff up!\n\n        ""}]","From the input sentence, I've identified the following linguistic cues that suggest sarcasm:

1. **Keywords**: ""Oh yeah"" and ""You can't make this stuff up!"" are common phrases used to express irony or sarcasm.
2. **Rhetorical device**: The sentence uses a","From the input sentence, I extract the following contextual cues for sarcasm detection:

1. **Topic**: The topic is a person's situation, specifically that the person has an older brother named Ernie who is their caretaker.
2. **Context**: The context is likely a conversation about someone","From the input sentence, I've identified the following linguistic cues that suggest sarcasm:

1. **Keywords**: ""Oh yeah"" and ""You can't make this stuff up!"" are common phrases used to express irony or sarcasm.
2. **Rhetorical device**: The sentence uses a"
JOEY: You can't do anything.,"CHANDLER: Pickin up wedding dresses. Wapah.
 ROSS: Whats wapah
 CHANDLER: You now, whipped. Wapah
 JOEY: That's not whipped
 CHANDLER: That's what I did, wapah.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        JOEY: You can't do anything.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        JOEY: You can't do anything.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        JOEY: You can't do anything.\n\n        ""}]","Here are the linguistic cues I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""can't"" (a strong negation that implies the opposite is true)
* ""anything"" (a vague term that could be interpreted as a euphemism for ""everything"")

","From the input sentence, I extract the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely related to someone's abilities or capabilities, as the sentence mentions ""anything"".
2. **Context**: The context is likely a conversation or interaction between two people, as it","Here are the linguistic cues I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""can't"" (a strong negation that implies the opposite is true)
* ""anything"" (a vague term that could be interpreted as a euphemism for ""everything"")

"
PERSON: What do you think I was gonna do at home?,"RAJ: Koothrappali murder mystery dinner.
 AMY: I'm leaving.
 RAJ: You can't leave. 
You're a suspect in the mysterious murder of Stuart Bloom.
 BERNADETTE: (dramatic music plays) I didn't know his last name was Bloom.
 AMY: Yeah, it's Bloom.
 PENNY: Are you really gonna lie on the floor and pretend to be dead all night?
",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PERSON: What do you think I was gonna do at home?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PERSON: What do you think I was gonna do at home?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PERSON: What do you think I was gonna do at home?\n\n        '}]","Here are the linguistic cues that I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""What do you think"" - This phrase is a common way to express skepticism or incredulity, which can be a cue for sarcasm.
* ""gonna do""","From the input sentence, I extract the following contextual cues for sarcasm detection:

1. **Topic**: The topic is the person's actions or activities at home.
2. **Context**: The context is likely a conversation or discussion about the person's whereabouts or activities, possibly in response to a","Here are the linguistic cues that I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""What do you think"" - This phrase is a common way to express skepticism or incredulity, which can be a cue for sarcasm.
* ""gonna do"""
"AMY: Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.","AMY: ""And Absolon hath kist hir nether ye, ""and Nicholas is scalded in the towte.
This tale is doon, and God save al the rowte.""
 PENNY: What the hell was that?
",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        AMY: Bernadette dared me to tell a dirty story. ""The Miller\'s Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        AMY: Bernadette dared me to tell a dirty story. ""The Miller\'s Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        AMY: Bernadette dared me to tell a dirty story. ""The Miller\'s Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.\n\n        '}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""dirtiest"" (implying that the story is not actually dirty, but rather old-fashioned)
* ""hidden in sock drawers"" (a humorous and unexpected image that suggests the story","Here are the contextual cues that can be extracted from the input sentence for sarcasm detection:

**Topic:** Literature, specifically medieval literature (Chaucer's ""The Miller's Tale"")

**Context:** The conversation is likely informal, possibly among friends or acquaintances, and the topic is a l","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""dirtiest"" (implying that the story is not actually dirty, but rather old-fashioned)
* ""hidden in sock drawers"" (a humorous and unexpected image that suggests the story"
"RACHEL: Oh-oh, that's a risky little game!","RACHEL: Oh!
 MONICA: Oh God
 PHOEBE: Now you know how you really feel about it.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RACHEL: Oh-oh, that's a risky little game!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RACHEL: Oh-oh, that's a risky little game!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RACHEL: Oh-oh, that's a risky little game!\n\n        ""}]","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords**: ""risky little game"" - These words have a neutral or even positive connotation, which contrasts with the speaker's apparent concern (""Oh-oh""). This contrast can be a","Based on the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely a situation or activity that Rachel is commenting on, which is described as ""risky little game"". This topic is ambiguous, but it could be related to a","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords**: ""risky little game"" - These words have a neutral or even positive connotation, which contrasts with the speaker's apparent concern (""Oh-oh""). This contrast can be a"
